
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _Mach,ratio |   __VVI,__fpm |   Gload,norml |   Gload,axial |   Gload,_side |   _elev,stick |   ailrn,stick |   ruddr,stick |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
   3997.84521 |      14.57338 |      14.57338 |       0.00000 |      19.17405 |      16.17405 |     131.74837 |     -15.35258 |      22.74548 |      23.49095 |       0.08965 |     -17.66743 |      27.03290 |       0.10317 |       0.03557 |       0.03403 |       0.99575 |       0.07371 |       0.25428 |      -0.00000 |      -0.00000 |       0.51181 |       0.00272 |      -0.09734 |       0.03993 |      -0.02270 |       0.01712 |     118.15948 |     137.41344 |    -179.72057 |      42.81733 |      34.19416 |       0.35618 |      -0.03722 |     -23.33047 |     -51.13953 |    1863.23206 |       0.24353 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.54004 |     524.06293 |  -18867.03711 |       0.02588 |       0.00023 |      -0.03817 |       2.19747 |       0.00036 | 
   3998.84424 |      15.37740 |      15.37740 |       0.00000 |      19.17427 |      16.17427 |     131.74860 |     -16.39108 |      23.43834 |      24.20652 |       0.02599 |     -18.86252 |      27.85637 |       0.02991 |       0.03666 |       0.05776 |       0.99614 |      -0.01680 |       0.25888 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00564 |      -0.06700 |      -0.00010 |      -0.08447 |       0.75126 |     118.75537 |     138.00932 |     179.56532 |      42.03839 |     166.64014 |       9.24628 |       0.00311 |     -23.33047 |     -51.13953 |    1863.23511 |       0.24682 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.54688 |     524.06390 |  -18867.02344 |       0.00306 |       0.00219 |       0.01283 |       2.36225 |       0.00039 | 
   3999.83984 |      16.18142 |      16.18142 |       0.00000 |      19.17450 |      16.17450 |     131.74881 |     -17.15412 |      23.69340 |      24.46994 |       0.11049 |     -19.74061 |      28.15950 |       0.12715 |       0.03706 |       0.02121 |       0.99923 |      -0.01104 |       0.44174 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00184 |      -0.05922 |      -0.00034 |      -0.03507 |       0.46877 |     119.14640 |     138.40036 |     179.86258 |      41.47464 |     205.12756 |      -0.11523 |      -0.00910 |     -23.33047 |     -51.13953 |    1863.23254 |       0.24422 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.54395 |     524.06311 |  -18867.02539 |      -0.02409 |      -0.00002 |       0.05148 |       2.47985 |       0.00041 | 
   4000.83252 |      16.98544 |      16.98544 |       0.00000 |      19.17472 |      16.17472 |     131.74904 |     -17.49809 |      22.81034 |      23.55794 |       0.11066 |     -20.13644 |      27.10999 |       0.12734 |       0.03568 |      -0.00084 |       1.00090 |       0.01720 |       0.51428 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00068 |      -0.07206 |       0.00640 |      -0.04357 |       0.47159 |     119.59625 |     138.85020 |     179.85300 |      41.01377 |     206.22771 |      -0.92274 |      -0.01725 |     -23.33047 |     -51.13953 |    1863.23242 |       0.24412 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.54297 |     524.06305 |  -18867.02344 |      -0.02510 |      -0.00082 |       0.05109 |       2.59517 |       0.00043 | 
   4001.82446 |      17.78946 |      17.78946 |       0.00000 |      19.17494 |      16.17494 |     131.74925 |     -17.26577 |      22.08389 |      22.80768 |       0.16320 |     -19.86909 |      26.24661 |       0.18781 |       0.03454 |      -0.03921 |       0.99922 |      -0.00033 |       0.76571 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00046 |      -0.10124 |       0.00001 |      -0.03415 |       0.39446 |     120.12511 |     139.37907 |     179.93358 |      40.37327 |     208.57349 |      -0.77781 |      -0.02269 |     -23.33047 |     -51.13953 |    1863.23169 |       0.24347 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.54004 |     524.06287 |  -18867.02344 |      -0.04008 |      -0.00101 |       0.07377 |       2.70901 |       0.00045 | 
   4002.82129 |      18.59348 |      18.59348 |       0.00000 |      19.17517 |      16.17517 |     131.74948 |     -16.57165 |      19.96281 |      20.61708 |       0.07958 |     -19.07031 |      23.72571 |       0.09158 |       0.03122 |      -0.06036 |       0.99910 |      -0.01037 |       0.33056 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00014 |      -0.04490 |       0.00138 |      -0.02089 |       0.40636 |     120.69378 |     139.94774 |     179.94208 |      39.94173 |     209.67761 |      -1.36301 |      -0.02633 |     -23.33047 |     -51.13953 |    1863.23071 |       0.24229 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.53809 |     524.06256 |  -18867.02344 |      -0.02023 |      -0.00091 |       0.03558 |       2.82094 |       0.00046 | 
   4003.82251 |      19.39750 |      19.39750 |       0.00000 |      19.17539 |      16.17539 |     131.74971 |     -15.61536 |      18.99390 |      19.61642 |       0.07319 |     -17.96984 |      22.57417 |       0.08423 |       0.02971 |      -0.07127 |       0.99819 |      -0.01021 |       0.35335 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00022 |      -0.05198 |       0.00181 |      -0.01197 |       0.37400 |     121.30215 |     140.55611 |     179.98169 |      39.33803 |     210.08374 |      -1.40122 |      -0.02876 |     -23.33047 |     -51.13953 |    1863.22998 |       0.24139 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.53809 |     524.06238 |  -18867.02148 |      -0.01883 |      -0.00087 |       0.03259 |       2.93886 |       0.00048 | 
   4004.82666 |      20.20152 |      20.20152 |       0.00000 |      19.17561 |      16.17561 |     131.74992 |     -14.93729 |      18.54864 |      19.15656 |       0.07360 |     -17.18953 |      22.04498 |       0.08470 |       0.02901 |      -0.05269 |       0.99823 |      -0.01124 |       0.36147 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00072 |      -0.05250 |       0.00178 |      -0.00843 |       0.33929 |     121.90530 |     141.15926 |    -179.98146 |      38.72915 |     210.44290 |      -0.87088 |      -0.03038 |     -23.33047 |     -51.13953 |    1863.22949 |       0.24088 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.53613 |     524.06219 |  -18867.02148 |      -0.01915 |      -0.00052 |       0.03266 |       3.05429 |       0.00050 | 
   4005.83179 |      21.00554 |      21.00554 |       0.00000 |      19.17583 |      16.17583 |     131.75015 |     -14.60267 |      18.31908 |      18.91948 |       0.13465 |     -16.80445 |      21.77215 |       0.15495 |       0.02865 |      -0.03044 |       0.99929 |       0.01934 |       0.72918 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00055 |      -0.10509 |       0.00311 |      -0.00731 |       0.36155 |     122.52608 |     141.78003 |    -179.99252 |      37.96763 |     209.96822 |      -0.34391 |      -0.03146 |     -23.33047 |     -51.13953 |    1863.22925 |       0.24066 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.53516 |     524.06213 |  -18867.02148 |      -0.03454 |      -0.00032 |       0.06004 |       3.17282 |       0.00052 | 
   4006.84595 |      21.80956 |      21.80956 |       0.00000 |      19.17606 |      16.17606 |     131.75038 |     -14.49584 |      18.27738 |      18.87641 |       0.07419 |     -16.68152 |      21.72258 |       0.08537 |       0.02859 |      -0.02713 |       0.99876 |      -0.00952 |       0.35715 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00037 |      -0.05379 |       0.00154 |      -0.00543 |       0.38732 |     123.09142 |     142.34538 |     179.99207 |      37.53568 |     211.85341 |      -0.41017 |      -0.03219 |     -23.33047 |     -51.13953 |    1863.22888 |       0.24031 |       1.00000 |    1863.22485 |     -23.50000 |     -51.00000 |  -14263.53418 |     524.06201 |  -18867.01953 |      -0.02011 |      -0.00022 |       0.03244 |       3.28858 |       0.00054 | 
