
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _Mach,ratio |   __VVI,__fpm |   Gload,norml |   Gload,axial |   Gload,_side |   _elev,stick |   ailrn,stick |   ruddr,stick |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    113.99369 |      15.56167 |      15.56167 |       0.00000 |      10.73432 |      10.73432 |     119.89468 |       0.00000 |       0.03267 |       0.03290 |       0.03290 |       0.00000 |       0.03786 |       0.03786 |       0.00005 |      -0.00707 |       0.99885 |      -0.01171 |      -0.68172 |       0.00000 |       0.00000 |       0.00000 |      -0.00077 |       0.04512 |       0.01860 |       0.42830 |      -0.20796 |     264.93768 |     265.16742 |       2.92252 |       1.35848 |     165.28795 |      -1.51464 |       0.03156 |      51.87719 |      -0.35366 |     491.77246 |       0.21872 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77734 |     -35.01837 |  -42048.45312 |       0.00422 |      -0.00032 |       0.01639 |       2.81684 |       0.00046 | 
    114.98445 |      16.41594 |      16.41594 |       0.00000 |      10.73456 |      10.73456 |     119.89492 |       0.00000 |       0.18444 |       0.18577 |       0.18577 |       0.00000 |       0.21378 |       0.21378 |       0.00028 |       0.00376 |       0.99660 |       0.02270 |       0.84888 |       0.00000 |       0.00000 |       0.00000 |       0.00102 |      -0.11524 |       0.00440 |       0.42948 |      -0.25906 |     265.59814 |     265.82788 |      10.21983 |      -8.56762 |     355.70145 |      -0.07794 |      -0.03500 |      51.87719 |      -0.35366 |     491.77252 |       0.21869 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77734 |     -35.01839 |  -42048.45703 |      -0.00670 |      -0.00078 |      -0.09533 |       2.97408 |       0.00049 | 
    116.01794 |      17.32047 |      17.32047 |       0.00000 |      10.73481 |      10.73481 |     119.89517 |       0.00000 |       0.06539 |       0.06586 |       0.06586 |       0.00000 |       0.07580 |       0.07580 |       0.00010 |      -0.00645 |       1.00062 |       0.02001 |       0.56050 |       0.00000 |       0.00000 |       0.00000 |       0.00003 |      -0.04876 |       0.02976 |       0.43255 |      -0.12265 |     266.30618 |     266.53592 |      -3.70709 |      -2.91194 |     357.68893 |       3.94146 |      -0.03450 |      51.87719 |      -0.35366 |     491.77280 |       0.21885 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77539 |     -35.01836 |  -42048.46875 |      -0.00121 |       0.00210 |      -0.03380 |       3.13274 |       0.00052 | 
    116.99283 |      18.17474 |      18.17474 |       0.00000 |      10.73505 |      10.73505 |     119.89541 |       0.00000 |       0.06180 |       0.06225 |       0.06225 |       0.00000 |       0.07163 |       0.07163 |       0.00009 |      -0.01054 |       0.99780 |      -0.00969 |      -0.80332 |       0.00000 |       0.00000 |       0.00000 |      -0.00076 |       0.07490 |       0.03201 |       0.43711 |      -0.14511 |     266.94531 |     267.17505 |       5.59466 |       2.70766 |     171.52908 |      -0.68743 |       0.03308 |      51.87719 |      -0.35366 |     491.77240 |       0.21857 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77539 |     -35.01850 |  -42048.47266 |       0.00457 |      -0.00016 |       0.03170 |       3.28499 |       0.00054 | 
    118.01280 |      19.02901 |      19.02901 |       0.00000 |      10.73529 |      10.73529 |     119.89565 |       0.00000 |       0.00836 |       0.00842 |       0.00842 |       0.00000 |       0.00969 |       0.00969 |       0.00001 |       0.01444 |       1.00227 |       0.01640 |       0.46825 |       0.00000 |       0.00000 |       0.00000 |      -0.00041 |      -0.04758 |       0.02241 |       0.42966 |      -0.14250 |     267.60980 |     267.83954 |      -0.60095 |      -0.25966 |      21.27467 |       8.12216 |      -0.03401 |      51.87719 |      -0.35366 |     491.77310 |       0.21921 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77344 |     -35.01830 |  -42048.47266 |       0.00150 |       0.00141 |      -0.00381 |       3.43536 |       0.00057 | 
    119.01385 |      19.93353 |      19.93353 |       0.00000 |      10.73554 |      10.73554 |     119.89590 |       0.00000 |       0.05073 |       0.05109 |       0.05109 |       0.00000 |       0.05880 |       0.05880 |       0.00008 |      -0.00883 |       1.00597 |       0.02400 |       0.59435 |       0.00000 |       0.00000 |       0.00000 |      -0.00033 |      -0.03915 |       0.01897 |       0.43848 |      -0.15994 |     268.31598 |     268.54572 |      -3.78109 |      -2.26885 |       1.30815 |       2.30601 |      -0.03387 |      51.87719 |      -0.35366 |     491.77255 |       0.21862 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77344 |     -35.01851 |  -42048.48047 |       0.00072 |       0.00089 |      -0.02626 |       3.60124 |       0.00059 | 
    120.03407 |      20.78780 |      20.78780 |       0.00000 |      10.73577 |      10.73577 |     119.89613 |       0.00000 |       0.07263 |       0.07316 |       0.07316 |       0.00000 |       0.08419 |       0.08419 |       0.00011 |      -0.00663 |       0.99884 |      -0.00174 |      -0.77331 |       0.00000 |       0.00000 |       0.00000 |       0.00032 |       0.06846 |       0.03654 |       0.43982 |      -0.16809 |     268.97565 |     269.20538 |       5.34073 |       3.29434 |     177.04803 |      -1.70461 |       0.03349 |      51.87719 |      -0.35366 |     491.77246 |       0.21850 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.77148 |     -35.01862 |  -42048.49609 |       0.00176 |      -0.00087 |       0.03758 |       3.75390 |       0.00062 | 
    121.05270 |      21.69233 |      21.69233 |       0.00000 |      10.73603 |      10.73603 |     119.89639 |       0.00000 |       0.08171 |       0.08230 |       0.08230 |       0.00000 |       0.09471 |       0.09471 |       0.00012 |       0.00102 |       1.00598 |       0.00120 |      -0.46966 |       0.00000 |       0.00000 |       0.00000 |      -0.00057 |       0.07616 |       0.00302 |       0.43951 |      -0.13402 |     269.66745 |     269.89719 |      -7.02155 |       3.66361 |     176.29581 |       0.68976 |       0.03355 |      51.87719 |      -0.35366 |     491.77246 |       0.21837 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.76953 |     -35.01869 |  -42048.50781 |       0.00253 |       0.00080 |       0.04226 |       3.91223 |       0.00064 | 
    122.03898 |      22.54660 |      22.54660 |       0.00000 |      10.73626 |      10.73626 |     119.89662 |       0.00000 |       0.07175 |       0.07227 |       0.07227 |       0.00000 |       0.08317 |       0.08317 |       0.00011 |       0.00002 |       1.00332 |       0.01732 |       0.45973 |       0.00000 |       0.00000 |       0.00000 |      -0.00009 |      -0.02865 |       0.02085 |       0.44092 |      -0.19954 |     270.33734 |     270.56708 |      -6.38772 |      -3.26864 |       2.40634 |       0.48048 |      -0.03370 |      51.87719 |      -0.35366 |     491.77246 |       0.21833 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.76953 |     -35.01877 |  -42048.51953 |       0.00174 |       0.00007 |      -0.03714 |       4.06463 |       0.00067 | 
    123.01632 |      23.40087 |      23.40087 |       0.00000 |      10.73650 |      10.73650 |     119.89686 |       0.00000 |       0.08584 |       0.08646 |       0.08646 |       0.00000 |       0.09950 |       0.09950 |       0.00013 |       0.00796 |       0.99782 |      -0.01399 |      -0.82279 |       0.00000 |       0.00000 |       0.00000 |      -0.00094 |       0.06839 |       0.03163 |       0.44002 |      -0.15157 |     270.99670 |     271.22644 |       6.92643 |       3.82007 |     177.25681 |      -1.87262 |       0.03360 |      51.87719 |      -0.35366 |     491.77264 |       0.21851 |       1.00000 |     491.76886 |      51.50000 |       0.00000 |  -24304.76758 |     -35.01878 |  -42048.53125 |       0.00192 |      -0.00115 |       0.04442 |       4.22027 |       0.00069 | 
